ENTREGA SEGUN STOCK,2022-12-30,,3.81,3.82,DOLARES,ENVIADA,F001-0299,Aceptado,299
ENTREGA SEGUN STOCK,2022-12-30,,3.81,3.82,DOLARES,ENVIADA,F001-0298,Aceptado,298
ENTREGA SEGUN STOCK,2022-12-29,,3.81,3.82,DOLARES,ENVIADA,F001-0297,Aceptado,297
ENTREGA SEGUN STOCK,2022-12-29,,3.81,3.82,SOLES,ENVIADA,F001-0296,Aceptado,296
ENTREGA SEGUN STOCK,2022-12-28,,3.81,3.82,DOLARES,ENVIADA,F001-0295,Aceptado,295
ENTREGA SEGUN STOCK,2022-12-26,,3.81,3.82,SOLES,ENVIADA,F001-0294,Aceptado,294
ENTREGA SEGUN STOCK,2022-12-23,,3.81,3.82,DOLARES,ENVIADA,F001-0293,Aceptado,293
ENTREGA SEGUN STOCK,2022-12-23,,3.81,3.83,SOLES,ENVIADA,F001-0292,Aceptado,292
ENTREGA SEGUN STOCK,2022-12-23,,3.81,3.82,DOLARES,ENVIADA,F001-0291,Aceptado,291
ENTREGA SEGUN STOCK,2022-12-23,,3.81,3.82,DOLARES,ENVIADA,F001-0290,Aceptado,290
ENTREGA SEGUN STOCK,2022-12-22,,3.81,3.83,SOLES,ENVIADA,F001-0289,Aceptado,289
ENTREGA SEGUN STOCK,2022-12-22,,3.81,3.83,SOLES,ENVIADA,F001-0288,Aceptado,288
ENTREGA SEGUN STOCK,2022-12-21,,3.83,3.84,DOLARES,ENVIADA,F001-0287,Aceptado,287
ENTREGA SEGUN STOCK,2022-12-20,,3.83,3.84,DOLARES,ENVIADA,F001-0286,Aceptado,286
ENTREGA SEGUN STOCK,2022-12-20,,3.83,3.84,DOLARES,ENVIADA,F001-0285,Aceptado,285
ENTREGA SEGUN STOCK,2022-12-20,,3.83,3.84,SOLES,ENVIADA,F001-0284,Aceptado,284
ENTREGA SEGUN STOCK,2022-12-20,,3.83,3.84,DOLARES,ENVIADA,F001-0283,Aceptado,283
ENTREGA SEGUN STOCK,2022-12-20,,3.84,3.85,DOLARES,ENVIADA,F001-0282,Aceptado,282
