C001-1245,Productos,2023-06-26,SOLES,CREDITO,Emitida,3.628,3.638,1245,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK 15 DÍAS HÁBILES LA ENTREGA, PARA FABRICACIÓN DE 20 A 25 DÍAS HÁBILES",23-00946-SC,0,1,0
C001-1244,Productos,2023-06-26,SOLES,CONTADO,Generada,3.628,3.638,1244,1 DÍAS,0,1,,,0,1,0
C001-1243,Productos,2023-06-24,DOLARES,CONTADO,Emitida,3.628,3.638,1243,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1242,Productos,2023-06-24,DOLARES,CONTADO,Emitida,3.628,3.638,1242,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1241,Productos,2023-06-24,DOLARES,CONTADO,Emitida,3.628,3.638,1241,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1240,Productos,2023-06-23,DOLARES,CONTADO,Emitida,3.634,3.641,1240,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1239,Productos,2023-06-23,DOLARES,CONTADO,Generada,3.634,3.641,1239,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1238,Productos,2023-06-23,DOLARES,CONTADO,Generada,3.634,3.641,1238,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1237,Productos,2023-06-23,DOLARES,CONTADO,Emitida,3.634,3.641,1237,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1236,Productos,2023-06-23,DOLARES,CONTADO,Emitida,3.634,3.641,1236,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1235,Productos,2023-06-22,DOLARES,CONTADO,Emitida,3.64,3.645,1235,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1234,Productos,2023-06-22,DOLARES,CONTADO,Emitida,3.64,3.645,1234,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1233,Productos,2023-06-22,DOLARES,CONTADO,Emitida,3.64,3.645,1233,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1232,Productos,2023-06-22,DOLARES,CONTADO,Generada,3.64,3.645,1232,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1231,Productos,2023-06-22,DOLARES,CONTADO,Emitida,3.64,3.645,1231,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1230,Productos,2023-06-22,SOLES,CREDITO,Emitida,3.64,3.645,1230,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK 15 DÍAS HÁBILES LA ENTREGA, PARA FABRICACIÓN DE 20 A 25 DÍAS HÁBILES",23-00950-SC,0,1,0
C001-1229,Productos,2023-06-20,DOLARES,CONTADO,Generada,3.629,3.647,1229,1 DÍAS,0,1,ENTREGA SEGUN STOCK - E/P HOBO II,,0,1,0
C001-1228,Productos,2023-06-19,DOLARES,CONTADO,Generada,3.631,3.645,1228,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1227,Productos,2023-06-19,DOLARES,CONTADO,Emitida,3.631,3.645,1227,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1226,Productos,2023-06-19,DOLARES,CONTADO,Generada,3.631,3.645,1226,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1225,Productos,2023-06-19,DOLARES,CONTADO,Generada,3.631,3.645,1225,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1224,Productos,2023-06-19,DOLARES,CONTADO,Generada,3.631,3.645,1224,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1223,Productos,2023-06-17,DOLARES,CONTADO,Emitida,3.631,3.645,1223,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1222,Productos,2023-06-16,SOLES,CREDITO,Emitida,3.631,3.645,1222,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK 15 DÍAS HÁBILES LA ENTREGA, PARA FABRICACIÓN DE 20 A 25 DÍAS HÁBILES",23-00921-SC,0,1,0
C001-1221,Productos,2023-06-16,DOLARES,CONTADO,Emitida,3.648,3.654,1221,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
