C001-1333,1409,SIKAFILL TECHO-3 FIBRA GRIS x 20 LT,SIKATECHO3GRIS,BALDE,Chimbote,SOLES,326.27,0,1,0,1,,,0
C001-1333,1514,SIKAFLEX - 11 FC PLUS GRIS x 600 ML,SIK11FCGRIS,UND,Chimbote,SOLES,44.07,0,1,0,1,,,0
C001-1333,1529,SIKADUR 31 HMG x 5 KG,SIKADU31HMG,KIT,Chimbote,SOLES,237.29,0,1,0,1,,,0
C001-1333,1433,SIKAGROUT 110 x 30 KG,SIKAGRO110,UND,Chimbote,SOLES,84.75,0,1,0,1,,,0
C001-1333,1509,SIKA 1 EN POLVO X 1 KG,SIKA1POLVO,KG,Chimbote,SOLES,5.09,0,1,0,1,,,0
C001-1333,1534,SIKA 1 x 20 L,SIKA1X20,BALDE,Chimbote,SOLES,117.8,0,1,0,1,,,0
C001-1332,1514,SIKAFLEX - 11 FC PLUS GRIS x 600 ML,SIK11FCGRIS,UND,Chimbote,SOLES,44.07,0,887,0,887,,,0
C001-1331,1433,SIKAGROUT 110 x 30 KG,SIKAGRO110,UND,Chimbote,SOLES,84.75,0,10,0,10,0.00,0
C001-1331,1521,SIKAGROUT 212 x 30 KG,SIKAGRO212,UND,Chimbote,SOLES,105.93,0,10,0,10,0.00,0
C001-1330,1514,SIKAFLEX - 11 FC PLUS GRIS x 600 ML,SIK11FCGRIS,UND,Chimbote,SOLES,46.61,0,1,0,1,,,0
C001-1329,431,FASTIPOXI ESMALTE EPOXICO AZUL FAST 1 GL,1526223901,GL,Chimbote,DOLARES,27.83,29,2,0,2,,,0
C001-1329,429,FASTIPOXI ESMALTE EPOXICO - PARTE B . 1/2 GL,1527999902,GL,Chimbote,DOLARES,13.7,29,2,0,2,,,0
C001-1328,371,DURAPOX ESMALTE 950 BLANCO 1700 1 GLS,1509000101,GL,Chimbote,DOLARES,48.61,25,4,0,4,0,0
C001-1328,397,DURAPOX ESMALTE 950 - CATALIZADOR  1/4 GLS,1510999903,GL,Chimbote,DOLARES,15.25,25,4,0,4,0,0
C001-1328,952,OCEAN JET ANTIFOULING AZUL 2003 1 GL,2223237501,GL,Chimbote,DOLARES,123.34,25,7,0,7,0,0
